permit_number,issue_date,project_value,type_of_work,address,PostalCode,building_contractor,property_use,year,n,FSA,logPropVal
DB-2017-03249,2017-11-24,220750,New Building,"2735 E 56TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,AMPM Custom Homes Inc,Dwelling Uses,2017,843, V1V,5.3439007122496065
DB-2017-03578,2017-11-24,700500,New Building,"308 E 54TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Bright Star Holding Incorporated,Dwelling Uses,2017,843, V1V,5.845408139621793
DB-2017-03557,2017-11-28,155000,New Building,"6378 COMMERCIAL STREET, Vancouver, BC V1V 1V1", V1V 1V1,Jarnail Singh Gill,Dwelling Uses,2017,843, V1V,5.190331698170292
BP-2017-05512,2017-11-30,30000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Fusion Project Management Ltd,Office Uses,2017,38, V6C,4.477121254719663
DB-2017-03394,2017-11-30,194500,New Building,"4678 ROSS STREET, Vancouver, BC V1V 1V1", V1V 1V1,Jagraj Enterprises Ltd,Dwelling Uses,2017,843, V1V,5.288919605661727
DB-2017-03517,2017-11-30,160000,New Building,"1616 E 59TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Duric Development Ltd,Dwelling Uses,2017,843, V1V,5.204119982655925
BP-2017-03251,2017-12-06,5000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Service Uses,2017,58, V5Z,3.6989700043360187
DB-2017-03668,2017-12-15,200000,New Building,"2723 GRANT STREET, Vancouver, BC V1V 1V1", V1V 1V1,World Class Homes Ltd,Dwelling Uses,2017,843, V1V,5.301029995663981
BP-2017-04421,2017-12-18,61700000,New Building,"402 DUNSMUIR STREET, Vancouver, BC V1V 1V1", V1V 1V1,Ledcor Construction Limited,Office Uses,2017,843, V1V,7.790285164033242
DB-2017-04658,2017-12-18,183750,New Building,"4359 PRINCE ALBERT STREET, Vancouver, BC V1V 1V1", V1V 1V1,Hi-Beam Contractors Ltd,Dwelling Uses,2017,843, V1V,5.264227347756233
BP-2017-01916,2017-12-19,2100000,Addition / Alteration,"395 W 13TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Etro Construction Limited,Dwelling Uses,2017,843, V1V,6.3222192947339195
DB-2017-05321,2017-12-19,15000,Demolition / Deconstruction,"5249 CAMBIE STREET, Vancouver, BC V1V 1V1", V1V 1V1,CANTON EXCAVATING LTD.,Dwelling Uses,2017,843, V1V,4.176091259055681
DB-2017-05811,2017-12-19,180000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Service Uses,2017,31, V6E,5.2552725051033065
DB-2017-01692,2018-01-02,841323,New Building,"6508 GLADSTONE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Ruilida Construction Ltd.,Dwelling Uses,2018,843, V1V,5.924962761774931
BP-2017-06407,2018-01-04,20000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Concrete Cashmere Ltd,Office Uses,2018,40, V6E,4.301029995663981
DB-2017-02919,2018-01-04,192750,New Building,"3096 E 23RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Richtown Construction Ltd,Dwelling Uses,2018,843, V1V,5.284994386722994
DB-2017-04367,2018-01-08,189177.5,New Building,"5753 HAROLD STREET, Vancouver, BC V1V 1V1", V1V 1V1,Montage Development Ltd,Dwelling Uses,2018,843, V1V,5.276869481923499
DB-2017-00072,2018-01-10,1048750,New Building,"4188 PUGET DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,6.020671973836757
DB-2017-02209,2018-01-16,183412.5,New Building,"4539 HIGHBURY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Whitestone Management Ltd,Dwelling Uses,2018,843, V1V,5.263428930549002
BP-2017-01923,2018-01-23,1150000,New Building,"2661 HORLEY STREET, Vancouver, BC V1V 1V1", V1V 1V1,D M S Enterprises Ltd,Dwelling Uses,2018,843, V1V,6.060697840353612
BP-2017-06351,2018-01-24,150000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,NA,Office Uses,2018,33, V6E,5.176091259055681
DB-2017-06399,2018-01-25,30000,Addition / Alteration,"1301 JOHNSTON STREET #11, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,4.477121254719663
BP-2017-02498,2018-01-29,200000,Addition / Alteration,"1312 RICHARDS STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2018,843, V1V,5.301029995663981
BP-2018-00288,2018-01-30,120000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Gibraltar Holdings,Office Uses,2018,44, V6E,5.079181246047625
DB-2017-02731,2018-01-31,171250,New Building,"1041 E 50TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,1034127 BC ltd,Dwelling Uses,2018,843, V1V,5.233630580164463
BP-2017-06470,2018-02-05,94000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2018,40, V6E,4.973127853599698
DB-2017-03614,2018-02-05,211000,New Building,"434 E 57TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Gill's Construction Ltd,Dwelling Uses,2018,843, V1V,5.324282455297693
DB-2017-05758,2018-02-05,220445,New Building,"2794 E 50TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Py Chue Construction Ltd,Dwelling Uses,2018,843, V1V,5.343300252869597
DB-2018-00082,2018-02-05,55000,Addition / Alteration,"984 E 26TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,4.740362689494244
DB-2017-03901,2018-02-06,264000,New Building,"6178 VIVIAN STREET, Vancouver, BC V1V 1V1", V1V 1V1,Waterview Construction Ltd,Dwelling Uses,2018,843, V1V,5.421603926869831
BP-2017-06472,2018-02-07,15500,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Brian Southam,Office Uses,2018,40, V6E,4.190331698170292
DB-2017-04030,2018-02-08,214500,New Building,"2955 E 52ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Big Tree Construction Ltd,Dwelling Uses,2018,843, V1V,5.331427296520743
BP-2017-02746,2018-02-09,400000,New Building,"3185 PRINCE EDWARD STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.6020599913279625
BP-2018-00359,2018-02-16,50000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Fusion Project Management Ltd,Office Uses,2018,38, V6C,4.698970004336019
DB-2017-02471,2018-02-19,222750,New Building,"1542 W 40TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Canstone Development Ltd,Dwelling Uses,2018,843, V1V,5.347817712708912
BP-2017-04779,2018-02-26,162000,New Building,"3929 WELWYN STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.209515014542631
DB-2017-05145,2018-02-26,167000,New Building,"785 E 58TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Woodbine Builders Ltd,Dwelling Uses,2018,843, V1V,5.222716471147583
DB-2017-03597,2018-02-27,836250,New Building,"2877 TRUTCH STREET, Vancouver, BC V1V 1V1", V1V 1V1,Eyco Building Group Ltd,Dwelling Uses,2018,843, V1V,5.9223361307758795
DB-2017-03600,2018-02-27,183000,New Building,"2855 TRUTCH STREET, Vancouver, BC V1V 1V1", V1V 1V1,Eyco Building Group Ltd,Dwelling Uses,2018,843, V1V,5.26245108973043
DB-2017-04181,2018-02-27,528000,New Building,"796 E 18TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Liwa Enterprises Ltd,Dwelling Uses,2018,843, V1V,5.722633922533812
DB-2017-00445,2018-03-02,340000,New Building,"2338 FERNDALE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Lanefab Design Build Ltd,Dwelling Uses,2018,843, V1V,5.531478917042255
BP-2018-00090,2018-03-05,1,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2018,41, V6E,0
DB-2017-03677,2018-03-09,170000,New Building,"869 E 27TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Indra Construction Ltd,Dwelling Uses,2018,843, V1V,5.230448921378274
BP-2017-06272,2018-03-12,16500,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Ledcor Construction Limited,Office Uses,2018,40, V6E,4.217483944213907
DB-2017-05880,2018-03-14,82000,Addition / Alteration,"1321 E 36TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,4.913813852383717
DB-2017-03318,2018-03-16,171500,New Building,"362 E 19TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mercia Construction Ltd,Dwelling Uses,2018,843, V1V,5.2342641243787895
DB-2017-01625,2018-03-19,263000,New Building,"7641 THORNHILL DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,0971763 BC Ltd,Dwelling Uses,2018,843, V1V,5.419955748489758
DB-2017-04741,2018-03-19,179842.5,New Building,"2016 MANNERING AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Gill's Construction Ltd,Dwelling Uses,2018,843, V1V,5.25489233108124
DB-2017-03959,2018-03-20,170500,New Building,"5440 ARGYLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.231724383328516
BP-2018-00917,2018-03-28,71000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,4.8512583487190755
BP-2018-00922,2018-03-28,71000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,4.8512583487190755
DB-2017-03201,2018-04-03,225000,New Building,"4350 JERICHO CIRCLE, Vancouver, BC V1V 1V1", V1V 1V1,Powers Construction Inc,Dwelling Uses,2018,843, V1V,5.352182518111363
DB-2017-03015,2018-04-06,182500,New Building,"2052 E 28TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Trans Pacific Homes Inc,Dwelling Uses,2018,843, V1V,5.261262868792493
DB-2017-04273,2018-04-06,224750,New Building,"4630 W 12TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Sky & Star Enterprise Inc,Dwelling Uses,2018,843, V1V,5.351699700405266
DB-2018-00567,2018-04-06,4000,Addition / Alteration,"516 E 60TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,3.6020599913279625
DB-2017-01332,2018-04-09,538590,New Building,"3192 E 43RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,CAN WON CONSULTING LTD,Dwelling Uses,2018,843, V1V,5.73125828560513
BP-2018-01625,2018-04-10,28000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Reotech Construction Ltd,Office Uses,2018,113, V7Y,4.447158031342219
BP-2018-01062,2018-04-12,1400000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Omicron Construction Ltd,Office Uses,2018,38, V6C,6.146128035678238
DB-2017-05116,2018-04-12,210080,New Building,"775 E 49TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,MSB Development Limited,Dwelling Uses,2018,843, V1V,5.322384708745404
DB-2017-05971,2018-04-13,184000,New Building,"4432 SKEENA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Bright Coast Homes Ltd,Dwelling Uses,2018,843, V1V,5.264817823009537
DB-2017-00823,2018-04-16,126765,New Building,"3327 QUEBEC PLACE, Vancouver, BC V1V 1V1", V1V 1V1,Lanka Constructions Ltd,Dwelling Uses,2018,843, V1V,5.102999360761117
BP-2018-01302,2018-04-18,119784,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2018,113, V7Y,5.0783988115777285
DB-2017-03488,2018-04-20,198200,New Building,"868 E 35TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Ivica Rogic,Dwelling Uses,2018,843, V1V,5.297103650149256
BP-2018-01865,2018-04-23,40000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Epic Spaces Inc,Office Uses,2018,113, V7Y,4.6020599913279625
DB-2017-05829,2018-04-24,222500,New Building,"2079 E 26TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Metro-City Projects Inc,Dwelling Uses,2018,843, V1V,5.347330015316951
BP-2017-04384,2018-04-25,7000000,Addition / Alteration,"STANLEY PARK BREWING 8901 STANLEY PARK DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2018,843, V1V,6.845098040014257
DB-2017-03114,2018-04-25,1125250,New Building,"2422 ANCASTER CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,6.051249021610516
BP-2017-02833,2018-04-27,3000000,Addition / Alteration,"8550 RIVER DISTRICT CROSSING, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2018,843, V1V,6.477121254719663
BP-2018-01286,2018-04-27,42000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Unison Construction Management Ltd,Office Uses,2018,113, V7Y,4.623249290397901
DB-2017-06281,2018-04-30,212330,New Building,"2532 E 5TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Ho Kin Construction Ltd,Dwelling Uses,2018,843, V1V,5.32701135975241
BP-2018-01588,2018-05-01,75000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Syncor Solutions Limited,Office Uses,2018,33, V6E,4.8750612633917
BP-2018-02159,2018-05-01,17130,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Fusion Project Management Ltd,Office Uses,2018,46, V6B,4.233757362965511
DB-2017-03711,2018-05-02,220250,New Building,"4243 HUDSON STREET, Vancouver, BC V1V 1V1", V1V 1V1,Vola Management Corporation,Dwelling Uses,2018,843, V1V,5.342915917084086
DB-2017-03129,2018-05-03,150500,New Building,"3899 ASH STREET, Vancouver, BC V1V 1V1", V1V 1V1,C K W Construction Ltd,Dwelling Uses,2018,843, V1V,5.177536499929862
DB-2017-04694,2018-05-03,122000,New Building,"262 E 62ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Harvey Contracting Ltd,Dwelling Uses,2018,843, V1V,5.086359830674748
BP-2018-00757,2018-05-04,340000,Addition / Alteration,"201 E 7TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2018,843, V1V,5.531478917042255
DB-2017-06098,2018-05-07,250250,New Building,"2977 VENABLES STREET, Vancouver, BC V1V 1V1", V1V 1V1,Bright Coast Homes Ltd,Dwelling Uses,2018,843, V1V,5.398374086151356
BP-2018-01719,2018-05-08,1025000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2018,113, V7Y,6.010723865391773
DB-2017-06125,2018-05-09,269075,New Building,"6187 LANARK STREET, Vancouver, BC V1V 1V1", V1V 1V1,Vancouver Lower Mainland Construction Ltd,Dwelling Uses,2018,843, V1V,5.429873348947643
BP-2018-02073,2018-05-10,100000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,CDC Construction Ltd,Office Uses,2018,44, V6E,5
DB-2018-00666,2018-05-10,217392,New Building,"6933 ARGYLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Py Chue Construction Ltd,Dwelling Uses,2018,843, V1V,5.337243558058544
DB-2017-04203,2018-05-14,224330,New Building,"6783 NEAL STREET, Vancouver, BC V1V 1V1", V1V 1V1,Convex Development Inc,Dwelling Uses,2018,843, V1V,5.350887356343713
DB-2017-06252,2018-05-17,25000,Demolition / Deconstruction,"1775 E 18TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Hans Demolition and Excavating Ltd.,Dwelling Uses,2018,843, V1V,4.3979400086720375
DB-2017-06253,2018-05-17,25000,Demolition / Deconstruction,"1707 E 18TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Hans Demolition and Excavating Ltd.,Dwelling Uses,2018,843, V1V,4.3979400086720375
DB-2017-03962,2018-05-18,150750,New Building,"1230 E 63RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mohinder Khaira,Dwelling Uses,2018,843, V1V,5.178257320812189
DB-2018-01620,2018-05-18,767000,New Building,"3956 W 32ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,0825886 BC Ltd,Dwelling Uses,2018,843, V1V,5.884795363948981
DB-2017-06605,2018-05-22,168750,New Building,"2543 E 23RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Medallion Homes Inc,Dwelling Uses,2018,843, V1V,5.227243781503063
BP-2018-01681,2018-05-28,100000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Unlimited Ceilings & Partitions Inc,Office Uses,2018,44, V6E,5
DB-2017-03414,2018-05-28,160575,New Building,"456 E 54TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,New Look Developments Ltd,Dwelling Uses,2018,843, V1V,5.2056779306861385
DB-2017-06584,2018-05-28,794250,New Building,"5741 RHODES STREET, Vancouver, BC V1V 1V1", V1V 1V1,Sharanjit Kaur Sandhu,Dwelling Uses,2018,843, V1V,5.899957223499185
DB-2017-06587,2018-05-28,181535,New Building,"5745 RHODES STREET, Vancouver, BC V1V 1V1", V1V 1V1,Sharanjit Kaur Sandhu,Dwelling Uses,2018,843, V1V,5.258960369545468
DB-2017-04160,2018-06-01,699732.5,New Building,"674 W 19TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Henry Creative Inc,Dwelling Uses,2018,843, V1V,5.844932045761322
DB-2017-04230,2018-06-01,714000,New Building,"4710 BRUCE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.853698211776174
DB-2017-06561,2018-06-01,209547.5,New Building,"6153 TYNE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Comfortdor Canada Inc,Dwelling Uses,2018,843, V1V,5.321282483863819
DB-2018-00032,2018-06-01,195750,New Building,"3064 E 2ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Tyko Development Ltd,Dwelling Uses,2018,843, V1V,5.291701770729981
DB-2017-06357,2018-06-06,234335,New Building,"1448 E 60TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,KC Development Ltd,Dwelling Uses,2018,843, V1V,5.369837159154624
DB-2018-00075,2018-06-06,285241.67,New Building,"2037 E 20TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Fixright Construction Ltd,Dwelling Uses,2018,843, V1V,5.455212970440444
DB-2018-01723,2018-06-06,20000,Demolition / Deconstruction,"157 W 41ST AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,3R Demolition Corp,Dwelling Uses,2018,843, V1V,4.301029995663981
DB-2018-00095,2018-06-07,70000,Addition / Alteration,"152 E 63RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Troy Beardsley Robert Matheson,Dwelling Uses,2018,843, V1V,4.845098040014257
DB-2018-00374,2018-06-08,114250,New Building,"3063 E 8TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,88 Homes Ltd,Dwelling Uses,2018,843, V1V,5.057856208741888
DB-2017-03902,2018-06-11,229000,New Building,"863 E 64TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,0887635 BC Ltd,Dwelling Uses,2018,843, V1V,5.359835482339888
DB-2017-03952,2018-06-12,213250,New Building,"655 E 53RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,RENG JIE YUE,Dwelling Uses,2018,843, V1V,5.32888903983956
DB-2017-05649,2018-06-12,178300,New Building,"6651 TYNE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Yuvraj Properties Ltd,Dwelling Uses,2018,843, V1V,5.251151343175355
BP-2018-01751,2018-06-13,2000000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2018,113, V7Y,6.301029995663981
DB-2017-04404,2018-06-13,250362.5,New Building,"669 E 28TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,MHR Homes Ltd,Dwelling Uses,2018,843, V1V,5.398569279559577
BP-2018-02100,2018-06-14,10000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Gibraltar Holdings Ltd,Office Uses,2018,44, V6E,4
BP-2018-02842,2018-06-14,69000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Oxford Construction Ltd,Office Uses,2018,41, V6E,4.838849090737256
BP-2018-01761,2018-06-15,500000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Counterpoint Interiors Inc,Institutional Uses,2018,41, V6C,5.698970004336019
BP-2017-05268,2018-06-19,6300000,New Building,"136 W WOODSTOCK AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,6.799340549453582
DB-2018-00171,2018-06-21,174250,New Building,"3062 E 26TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Articulate Development Inc,Dwelling Uses,2018,843, V1V,5.241172786770047
BP-2018-03124,2018-06-22,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2016-03730,2018-06-25,1500000,New Building,"5005 CLARENDON STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,6.176091259055681
BP-2018-02157,2018-06-25,60000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Syncor Solutions Limited,Office Uses,2018,46, V6B,4.778151250383644
BP-2018-03128,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03133,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03134,2018-06-25,25000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
DB-2018-01091,2018-06-25,278487.5,New Building,"374 E 64TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Lux Development Ltd,Dwelling Uses,2018,843, V1V,5.444805706501288
BP-2016-04277,2017-03-08,70000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Dynamic Business Development Ltd,Retail Uses,2017,113, V7Y,4.845098040014257
BP-2017-00273,2017-03-16,80000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,All Spaces Project Management Ltd,Office Uses,2017,44, V6E,4.903089986991944
BP-2017-00678,2017-03-31,124500,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,TSG Construction Ltd,Retail Uses,2017,113, V7Y,5.095169351431755
BP-2017-01426,2017-03-31,20000,Demolition / Deconstruction,"2687 MAPLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Hans Demolition and Excavating Ltd.,Service Uses,2017,843, V1V,4.301029995663981
BP-2017-01025,2017-04-05,30000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Office Uses,2017,31, V6E,4.477121254719663
BP-2017-01587,2017-04-06,20000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Pacific One Contracting,Office Uses,2017,46, V6B,4.301029995663981
BP-2019-05734,2020-03-11,275000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2020,113, V7Y,5.439332693830263
BP-2020-00425,2020-03-23,275000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Soma Interiors Ltd,Retail Uses,2020,113, V7Y,5.439332693830263
BP-2020-00836,2020-03-27,50000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2020,41, V6E,4.698970004336019
DB-2019-04837,2020-04-14,360985,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2020,113, V7Y,5.557489156053654
BP-2020-00854,2020-03-18,50000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Priority Projects,Office Uses,2020,40, V6C,4.698970004336019
BP-2020-00662,2020-03-20,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2020,44, V6G,4.477121254719663
